customer_id,age,gender,education,employment_years,income,existing_debt,num_delinquencies,city_size,has_mortgage,owns_car,hobby_score,random_index,survey_mood
53,53,M,vocational,27.0,6232.820180585817,16210.700632340178,1,small,1,0,-0.7226797006137682,33.46835758645908,4
54,66,F,secondary,35.0,4402.3318343535575,7141.163289979588,1,small,0,0,0.5794752161697307,65.93664153797624,0
55,58,M,primary,35.0,7643.868717003306,11287.060760562252,0,small,0,1,-2.5699698700894595,5.57836809348874,4
56,43,F,higher,18.0,9643.91958970152,28804.017362185044,0,small,0,0,-0.5600826107397366,93.78460559577212,4
57,45,M,secondary,0.0,7152.024908419089,34436.84623011417,2,medium,0,1,-1.314827675036353,11.299686856389368,4
58,36,F,vocational,16.0,6143.091442843822,4051.647315791958,1,medium,1,0,0.6131434709488668,32.48918167967031,0
59,32,F,secondary,13.0,8110.490212654218,15517.3761333514,2,medium,0,1,-0.2427216457747574,19.021886483082728,1
60,32,M,secondary,13.0,12431.120240811091,17691.301429548552,0,small,1,0,0.5670416779693656,83.85488578385501,4
61,50,M,secondary,38.0,11062.192011462696,18496.520255871288,0,medium,1,1,1.2551948559051205,38.64973865646796,2
62,33,M,secondary,20.0,5819.784329579801,9904.80294457053,0,large,1,0,-0.7654049856414769,7.986538952584866,2
63,35,M,higher,0.0,8957.183860125488,9269.965671929198,2,medium,0,1,0.3152498894561437,7.564076482551751,2
64,28,F,secondary,21.0,11144.64415120803,13153.224816719225,0,small,0,1,0.8812089912225399,99.97321249661586,0
65,53,M,secondary,39.0,9732.997934061885,4519.271580461522,1,large,0,0,-0.4557933501855874,16.266530462647133,3
66,28,M,secondary,14.0,5171.287920573247,15659.4137883448,0,medium,1,1,0.325580848502331,58.00795610521132,4
67,23,M,secondary,6.0,1850.5869795085264,2019.6022864035515,2,small,1,0,-1.4967600459043178,88.45390196676061,4
68,41,F,secondary,9.0,6322.04742324448,6092.324212463665,1,large,0,1,0.2591647414365075,80.25283185994383,4
69,57,F,vocational,40.0,4542.344651736902,5311.622298272027,0,medium,0,0,-0.0364552869252179,52.44914466910843,2
70,53,M,primary,24.0,8590.227119470836,15859.176434512729,0,,0,1,0.5295302230286687,12.551906318661398,2
71,41,F,vocational,31.0,7501.561221764826,27031.111858909124,1,small,0,1,0.1183513611223839,73.49140587854397,3
72,54,M,secondary,2.0,6827.970677885502,13651.793424179252,0,small,0,1,0.710129915049133,22.483517191294755,3
73,23,M,secondary,34.0,4843.032107076449,4386.012050759604,1,small,0,1,-0.6152169483542267,92.41505425056228,4
74,36,F,higher,0.0,8365.47548733952,12443.180210489189,2,medium,0,1,1.275291231325728,4.5693548514697095,4
75,21,F,vocational,35.0,7789.468874471472,4498.604176938061,0,medium,1,1,-2.165600035788353,59.89615372341163,3
76,35,F,vocational,30.0,7782.022671278471,8372.335120182748,1,medium,0,0,1.3582701527054053,38.75094637494514,0
77,64,M,higher,8.0,7418.914949158092,16075.584728545036,1,medium,1,0,0.3041515782489475,91.87915338275856,0
78,54,F,secondary,24.0,6744.318553859394,7572.085123797163,1,medium,0,0,-0.9347415249810964,3.616442155637445,2
79,35,F,higher,22.0,10520.271749247626,15870.371654129836,0,medium,1,0,0.6583790748586322,91.43436195504758,1
80,51,F,primary,19.0,8191.491224760747,22959.78616791683,2,large,0,1,-0.4474851462845028,83.00679988464248,3
81,53,M,secondary,27.0,4971.340808192712,17777.00444742286,0,large,1,1,-1.0105709724127605,54.26034757474573,2
82,69,M,higher,11.0,7869.273955961012,13416.13978882805,1,large,0,1,1.6126737298732132,18.45446672235917,4
83,24,M,vocational,35.0,11452.792972092666,11350.071552072526,1,large,0,0,1.623404815207398,46.97886060587495,3
84,40,M,vocational,4.0,1898.1153888194092,23978.941279117866,0,small,0,1,-0.0682501153402329,39.72313336121155,2
85,23,F,higher,37.0,11937.553852162033,2967.7313800282463,1,medium,0,0,-0.1166418886278437,73.8764197054355,2
86,46,F,primary,39.0,3702.18512290719,4817.856515417036,0,medium,1,1,-0.357473355534334,83.41675420860032,1
87,26,M,primary,28.0,8961.675714626075,9726.969076675685,2,medium,1,1,-1.2430434093010954,41.34183967519304,2
88,58,F,higher,21.0,6935.02531672973,6743.740762231323,1,small,0,0,-0.7522664685128942,19.58188917776956,1
89,35,F,secondary,24.0,8555.54486314805,10874.05542207078,1,medium,0,0,0.0461581430486324,7.622727460401957,3
90,60,F,higher,34.0,8272.02684454928,15575.625042478525,1,large,1,0,0.9152177984036944,28.41476412475584,0
91,65,F,secondary,25.0,4427.269965758837,5041.762937184238,1,medium,1,1,-0.2510586631875083,5.803729647132306,1
92,44,F,secondary,10.0,5111.537927557549,19230.444844775157,0,medium,1,0,0.5849367716093802,33.73549442925543,1
93,69,M,,23.0,12176.09146198318,19067.16656466433,1,small,1,0,1.2524244650162395,6.534738178163291,0
94,24,F,secondary,2.0,10926.371553765852,15373.704919082304,1,medium,0,0,0.6560739959247966,58.89939855682781,2
95,42,M,secondary,4.0,7097.205544542502,9694.641689193297,1,small,1,0,-0.6183626014101083,2.6891776773480536,0
96,54,F,secondary,18.0,9252.359704426806,5849.649116981468,2,medium,0,0,0.3417259845769593,62.00494579661696,0
97,58,F,secondary,40.0,5343.858708352427,2869.2283749316725,3,large,0,1,0.7599739471510883,63.45639975118472,0
98,50,F,vocational,37.0,7015.261345139358,11034.467447289384,1,small,0,0,-1.498412201029026,15.56691655748227,4
99,38,F,higher,39.0,9610.07320698643,6731.12966095296,1,small,0,1,1.03860401294142,49.868788382486365,4
100,55,F,secondary,36.0,6835.367147180768,10502.91874228138,0,medium,0,0,-0.0056066506564016,22.509539341714003,3
101,34,F,vocational,19.0,8921.323258892939,4661.529953708076,0,small,0,0,1.2875917176079874,60.11901860047786,4
102,43,F,vocational,18.0,4301.958051087258,16775.898367173097,0,large,0,1,1.8284324227773865,65.93241240821203,0
103,42,M,secondary,4.0,5520.123686088795,9522.607842107169,3,large,0,0,0.0882821134624577,94.00738290147645,2
104,56,F,higher,10.0,6011.327870748775,8245.132429176138,1,small,1,0,-2.362250809898746,56.87849903159765,3
105,40,F,higher,29.0,8061.80468241363,5391.133747761658,1,large,0,0,0.1521313888246211,85.03977834823418,0
106,29,F,vocational,7.0,6329.095343928329,6873.059885380507,0,large,0,1,1.143533054556651,96.48789971853262,3
107,56,F,secondary,1.0,5696.317605000412,12778.190928554395,3,large,0,0,0.8083676887725683,25.74972342410976,2
108,54,M,vocational,5.0,7062.66500676573,8409.508847161725,0,small,1,1,-0.4685672280710243,61.92033856280307,2
109,35,M,secondary,22.0,8274.667953246128,10273.79218021389,4,large,1,1,-0.3060734128609422,18.495595882200345,2
110,52,F,vocational,0.0,4036.211871318172,8014.14267172168,1,medium,0,1,0.7581860999388744,47.67928352680276,4
111,25,M,vocational,,7505.655866727216,38439.14007976978,1,medium,0,1,0.303342190402839,78.48068503138443,3
112,59,F,vocational,38.0,6275.736661224415,19281.40111698096,0,medium,0,1,-0.2464458827225708,70.45582584544955,0
113,49,F,vocational,9.0,6469.009225416873,2992.306636984818,1,large,0,0,-0.7626244742666836,49.49495571657885,3
114,43,M,secondary,3.0,,10340.276993230797,1,small,0,0,-0.8269550690337362,82.51883408929675,3
115,55,M,secondary,8.0,8606.689030022493,4726.076763897415,1,large,0,1,0.5716572778792713,75.69970239183792,3
116,21,M,secondary,7.0,7689.034680195637,25474.791497101774,1,small,0,0,0.5183711080366421,71.79068802140819,4
117,53,F,secondary,40.0,10112.19822850393,10845.380858305383,0,large,1,0,0.6620796270946838,94.55235220499463,1
118,65,M,vocational,25.0,4191.3310902970015,6440.464196360847,1,large,0,0,2.2566438728458764,93.8943733957693,3
119,29,F,higher,37.0,9836.243516730396,7472.801685951299,1,large,0,0,0.6904517091881767,63.01969095413514,2
120,37,M,primary,2.0,5780.572667449856,10466.40465020364,0,large,0,1,-0.8096242509794427,78.38511992611656,4
121,46,M,secondary,2.0,5697.776702143985,7061.494376828523,0,medium,1,1,-0.652351840425899,78.50982625745391,1
122,43,M,vocational,34.0,7445.971019271629,17990.13449973095,0,medium,1,0,-0.2579467754074123,42.88058802199245,2
123,64,F,higher,30.0,9736.304065051329,21513.650300989208,2,large,1,1,-0.2978798635585929,6.288735061546835,0
124,46,F,higher,21.0,7897.174345911775,16012.707909178702,0,medium,1,0,0.1600443245151917,23.617184418267836,2
125,54,F,vocational,13.0,6282.887985917412,4151.189353958423,1,medium,1,1,-0.1305122881687843,30.787014998021466,0
126,25,F,higher,10.0,8445.15662692138,20270.31231573635,0,small,0,1,0.7208404940594006,87.35706023838293,3
127,31,M,vocational,31.0,5963.929387711663,24957.556861961595,1,small,0,0,0.5654618318461697,99.81156419818969,3
128,38,F,vocational,14.0,3284.3202910289283,27894.54591937284,0,medium,1,0,-0.4129800910437817,65.31840392523117,4
129,42,F,secondary,3.0,5244.1397697920165,11697.601392870762,0,small,0,0,-0.0316368255635342,68.5766770652363,3
130,41,F,primary,38.0,8594.955441722834,6892.483914556657,0,medium,0,1,0.5144008181451656,7.816573386767023,2
131,27,M,higher,15.0,7778.401705692309,4621.853638993032,2,large,1,0,-1.8580074900806245,90.4499287012307,2
132,48,F,secondary,25.0,6589.47633712253,14214.62211437166,0,small,0,1,1.1919884407804977,7.813766268795785,4
133,31,M,vocational,22.0,11534.012466567314,13045.245762910476,1,large,0,1,-0.8258401933197854,64.4493887005303,3
134,30,M,secondary,4.0,10706.535541635065,14523.9048357212,0,small,1,1,0.1373708808235559,13.503998565386013,3
135,44,F,vocational,36.0,9238.194503959025,3316.341684696299,0,small,0,0,1.900388865074115,36.82839384600352,3
136,53,M,vocational,13.0,7894.368563330594,16454.931315477796,1,small,1,1,0.2108025464663208,58.32826350398143,4
137,60,M,vocational,7.0,7319.866958004048,7160.969613550499,0,small,0,0,-1.6339279763122023,69.50677717885509,2
138,21,M,higher,20.0,15066.240061447375,3809.406345837132,2,medium,0,1,2.2560289985365305,1.2773021953960684,1
139,29,F,secondary,3.0,7144.0505561393775,18617.52413490125,0,medium,1,0,0.1933262927592414,70.43139519284905,3
140,69,F,vocational,33.0,6309.817354156325,14446.552824988685,0,large,0,1,-0.5441131276493343,57.02095524236539,0
141,47,M,higher,11.0,6792.261100447746,14800.181051728809,2,medium,0,1,0.8818382386966372,99.42148506642933,4
142,60,M,secondary,22.0,3118.1595890120107,13542.8847202276,0,large,0,0,0.1190380900542208,72.622269211922,0
143,26,F,vocational,26.0,5831.718016383345,5122.646827714254,0,medium,1,1,1.566901712895712,25.63756595846326,3
144,69,M,secondary,33.0,5105.387647790897,7854.809623377143,0,medium,0,0,-0.4793618505984483,40.07237792526852,1
145,50,F,primary,0.0,5151.306597956036,24486.36076485993,0,small,0,1,1.4809797702506131,22.99897816609536,2
146,27,F,secondary,40.0,3320.6618292496505,2906.3798691371503,1,small,0,0,1.8791649368137624,46.60232132769176,1
147,63,M,secondary,19.0,5671.515231297719,18360.76767738157,2,medium,1,0,-0.0611664232377275,70.18695782418554,0
148,29,F,vocational,39.0,10169.575155243752,18758.92857092384,3,small,1,1,0.4142361931937424,18.956456527013582,2
149,46,M,secondary,22.0,6657.842492388475,14118.087081684702,4,medium,0,0,-0.1775111483657904,57.85664965086035,3
150,49,F,primary,37.0,9545.609069205426,3905.571426999855,1,large,1,0,0.7116936081172776,21.50816247659362,2
151,53,F,secondary,24.0,9194.842740100838,19407.587664063147,2,medium,1,1,-0.567953713318059,30.187660394321504,3
152,21,F,vocational,6.0,6761.790444399752,4496.873323162939,0,small,0,0,-1.0789314063883113,4.37180526424279,2
153,59,F,vocational,36.0,9378.679016334165,45709.71818631546,1,medium,1,0,1.4706518410413063,28.94484417800468,2
154,68,F,higher,23.0,7321.868364429856,23092.72887778519,2,large,0,1,-0.2808674614960971,15.061201534108449,2
155,44,M,primary,39.0,7963.373972313087,30712.824115669468,1,small,0,1,1.1609960467232328,81.94472558251256,0
156,62,F,vocational,19.0,4033.207451846657,26648.157707404014,2,medium,1,1,-1.196642853170535,50.75332208076031,3
157,38,F,primary,28.0,11093.553754370228,3210.448380148549,1,medium,1,0,-0.8480708320028667,57.609690705136096,0
158,66,F,secondary,25.0,8480.685781522698,16645.35945509675,0,,0,1,0.646035943067669,38.36504412728301,0
159,35,F,secondary,26.0,8638.99029465785,19687.24187520336,0,large,0,1,-1.6403789893852536,17.385732562476676,4
160,49,M,vocational,12.0,6637.0312175034505,16170.19486063993,1,small,0,0,0.0604025203706483,41.21420432887464,3
161,24,F,secondary,6.0,4964.479819512486,4269.025574404729,1,small,1,1,2.3276244537336264,36.91869140792552,3
162,34,F,higher,23.0,,6588.232508869421,2,small,0,0,0.810551508315581,9.832461847101824,0
163,41,F,higher,8.0,7707.171747262682,14048.508334586337,1,medium,1,1,-0.747271296227628,59.797835837185865,1
164,57,F,secondary,10.0,8649.428501214597,4798.70846834462,1,medium,0,1,0.4959823547909345,24.997891150568275,2
165,39,F,secondary,16.0,8642.971122463463,14575.853835090347,0,small,0,0,0.7971012580127989,50.33807208227417,3
166,22,M,higher,17.0,3848.9674931745767,16161.46833780956,0,large,0,0,0.228621328963472,51.87958656247149,2
167,46,M,secondary,10.0,9583.731023789234,3569.774548361332,3,large,1,0,1.1534747071474316,12.969762234186868,1
168,34,M,higher,28.0,8859.777406777817,10089.438398242655,2,large,1,0,-0.6371571260903854,99.2969534573897,2
169,53,M,higher,8.0,4315.109726258334,13245.133822074213,1,large,0,0,-0.968307814195946,39.06523583331559,4
170,32,F,higher,15.0,8109.385887191066,2430.492914908507,0,small,0,0,-0.4116564857741325,61.94146373644538,1
171,61,M,vocational,36.0,8811.18268956587,4839.762927331117,1,large,1,0,1.0179161395204004,92.796368601396,3
172,25,M,higher,9.0,6439.427913784209,17797.363106789588,0,large,0,1,-1.5932514699168578,74.17998408323422,4
173,57,M,secondary,9.0,6740.642056200304,11531.58581235623,4,small,1,1,0.6116694071385905,61.25126993244092,0
174,57,F,higher,4.0,9355.753180809934,15925.732799403982,3,small,0,1,-0.0186369017779157,40.16672357003734,0
175,67,M,secondary,0.0,7574.289393269049,26783.593913033143,0,medium,0,1,1.7371628821438316,76.0610462661152,1
176,51,M,secondary,8.0,8913.082243839599,8137.339783069081,3,medium,1,0,0.8541536942975085,51.27905901450964,0
177,54,M,secondary,23.0,6233.388937422688,20523.175364140243,2,medium,0,1,-1.803054811424753,56.856184748342855,3
178,52,F,higher,39.0,10431.853271587404,16401.50960760789,0,small,0,1,-0.230799070421979,94.23027434933474,1
179,52,M,vocational,17.0,5600.463749070037,29618.623570146432,0,small,0,1,-2.808229237753883,65.06611618510586,0
180,48,F,vocational,18.0,5870.90277079744,25611.65722525112,1,medium,0,0,1.1766370419366023,98.49582506534068,1
181,34,F,secondary,18.0,10120.08639012126,13411.512853666904,1,medium,1,0,-0.2520635487349033,87.06380499042949,0
182,27,M,vocational,28.0,8652.734590388081,1155.5279992866847,0,medium,0,0,1.1874013806009909,15.2286661520745,2
183,40,F,higher,12.0,6492.793364938321,27786.12562002849,1,large,1,0,-0.0790331339223254,71.58748204733777,4
184,51,F,secondary,22.0,4339.026099172509,13102.497896651206,0,small,1,1,-0.8281543924882742,5.627126046790931,3
185,59,F,vocational,5.0,8285.18286310766,11401.56680997611,1,small,0,0,-0.2495487032525995,45.513773613578536,0
186,65,F,secondary,8.0,2910.48051221639,3491.6177260894383,0,small,0,1,0.2341699586929382,24.34681389967517,0
187,30,M,higher,3.0,6685.77838252664,1558.8565260365783,1,small,0,1,0.2267080876399146,36.44613961161899,0
188,47,M,vocational,30.0,7807.222026382116,4665.441509168546,0,medium,1,0,0.7986142263142181,32.21494029191702,1
189,61,M,secondary,15.0,8539.00679475223,4185.199802750848,0,medium,0,1,0.048390226709747,79.15996820431091,2
190,34,F,higher,4.0,6025.866072327929,24567.63809677138,1,medium,1,1,-0.8026075730671506,48.82091865917671,4
191,43,F,vocational,20.0,6118.090184589759,26299.92784171651,1,medium,0,1,-0.5416554885630412,94.1803411583294,2
192,25,M,secondary,19.0,8486.4310913947,13064.608199110316,1,medium,0,0,0.2801128992841021,51.014626913838654,2
193,41,M,primary,35.0,7402.66980618558,11530.082353363756,0,small,1,1,-0.7169329447758616,18.28036856610084,1
194,34,M,higher,18.0,8886.78496180542,11991.457212434,1,small,0,0,0.3227929170106244,72.41579810262594,1
195,44,M,vocational,18.0,8654.182780895479,6751.084364026716,2,medium,0,0,-1.5392030163186146,18.030627640632623,2
196,40,F,secondary,2.0,,16381.078662223235,0,small,0,1,0.5760764534564119,71.60382718736678,1
197,32,F,secondary,26.0,7197.796246373404,10032.002987384578,1,small,0,1,0.7338709860781932,63.37098524524889,4
198,39,M,secondary,3.0,4634.068026547458,6565.6237122517405,0,medium,1,0,-0.7274365962517665,63.23448659045343,0
199,66,F,vocational,13.0,10193.272436539191,21156.725584282325,1,medium,0,1,0.1137227220194241,68.00375948007246,1
200,46,F,higher,20.0,10375.270578392783,4306.794783207287,0,small,0,1,-0.5302627006432237,52.89458312742305,1
201,52,M,vocational,19.0,4693.301505888557,24711.083841115757,1,large,0,0,0.6994773145520896,6.448511938044321,0
202,23,M,higher,34.0,4884.565684057887,7171.350446892468,1,small,1,0,0.6451568237908722,63.7205003621498,4
203,41,M,secondary,6.0,11815.801085557385,5335.166056217051,0,small,0,1,0.02241735206886,4.710126133571235,1
204,46,M,secondary,7.0,8854.676913699122,1460.1056175910005,1,small,0,1,-1.4747904616057184,52.92151328930677,2
205,48,M,higher,3.0,6716.671557761062,32038.409908753118,3,medium,0,0,2.2888070541247547,5.596872718800395,0
206,69,F,primary,33.0,8637.012581346655,5014.751225993292,2,large,0,1,0.3600189706653034,28.05362910397803,1
207,51,F,secondary,0.0,8026.924923147949,4939.931856781942,0,small,0,1,-0.3376298908481247,8.50829537230714,1
208,34,M,secondary,28.0,8126.229913728388,33757.72855416583,1,large,0,0,0.5925256414291611,10.733913740724542,2
209,66,M,primary,36.0,6305.78617713982,70000.0,0,medium,0,1,-1.2075691895677625,53.20049551678983,0
210,38,M,secondary,38.0,9703.08515190893,13773.282356242797,4,small,1,0,-0.8697332373991984,25.34209919272189,1
211,60,F,primary,4.0,8086.670135680117,22427.379790486044,1,medium,1,1,0.6427628243217157,5.343297756750598,3
212,69,F,secondary,19.0,10416.31128014672,10509.64318591368,1,medium,0,0,-0.3026428651814026,47.31161851215538,0
213,67,M,higher,29.0,6945.492437225068,2652.013362614025,1,small,1,1,-0.2180044406087645,55.380830857555296,3
214,34,F,secondary,12.0,11957.027082572116,7410.349160740818,1,large,0,0,-0.6448302069815737,88.97374111813006,0
215,29,M,primary,20.0,10080.354970802711,28667.656000822342,1,medium,0,1,0.7380768131221033,49.96998941827503,4
216,68,M,higher,17.0,5166.891513624553,12550.541546567054,0,large,1,1,-0.2959297925691557,82.83481128896844,4
217,60,M,higher,15.0,5195.300131456084,3190.894683023272,0,large,0,1,-0.8700767150300265,72.3823119088471,4
218,41,F,higher,26.0,4420.245642395331,25018.49935405851,0,large,0,1,0.3837848569869283,1.1228773436793404,2
219,36,F,higher,18.0,5983.089242530448,20653.67338668326,0,large,0,0,0.6829466842356469,61.81498504876447,4
220,21,F,primary,40.0,8319.494212533209,17897.169065140988,0,medium,1,1,-1.3028503128831082,31.20492290818434,4
221,57,M,secondary,1.0,8980.696000512833,13888.166098991023,0,large,0,0,-0.387164425120629,30.22796638021312,1
222,60,F,secondary,14.0,10403.469497925107,20743.62965562484,0,medium,1,1,1.9903540436952307,48.28246037183354,4
223,36,M,secondary,14.0,9170.760863264142,11438.830226294202,1,small,0,1,1.3519085249216565,81.18961708118026,1
224,60,M,vocational,30.0,1500.0,7462.224216741823,1,medium,0,0,0.7218438866232226,13.469724509525216,4
225,32,F,secondary,8.0,7396.10792087845,10726.634527682008,1,small,0,0,-0.6136754802836693,9.027947516855928,1
226,35,F,higher,28.0,5266.537569446648,12751.456815289674,1,large,1,1,0.1491828365065977,93.79659703414852,4
227,43,F,higher,16.0,9479.042705157191,9271.02565878962,1,medium,0,0,0.3888737712652959,83.48285253691131,2
228,35,F,higher,14.0,6965.863683408693,15707.902208778572,1,large,0,0,-0.0564662722021011,77.48137523736591,0
229,42,M,secondary,2.0,6170.1547516246665,8884.042750581957,0,medium,0,1,-0.6749912268770307,12.961130307934445,0
230,30,M,primary,15.0,9910.993742430435,,1,large,1,1,-0.101273840868235,90.47860617712664,2
231,56,M,higher,26.0,1500.0,2947.955501203645,0,large,0,0,-0.4042883762383313,61.38073456602371,4
232,40,F,secondary,22.0,9406.754924274748,4642.504247337935,0,large,0,0,-0.1322985760756732,28.648076851536,1
233,67,M,vocational,33.0,5653.529945435024,6315.191638980418,1,small,1,1,0.1726665022531907,88.9056202384986,3
234,61,F,vocational,3.0,12314.544449271843,13086.967407026255,2,medium,0,0,0.171526504693926,10.996947083414844,2
235,51,F,higher,33.0,10506.719945978986,8752.891112879082,0,large,0,0,0.5193459722729874,81.63072291772899,1
236,55,F,vocational,36.0,6443.88681232595,11687.39744104043,0,medium,0,1,-0.1507766746701068,91.48422548839056,1
237,46,M,vocational,24.0,13213.109508839803,19288.450991993195,0,medium,0,1,-0.0949681657285613,43.88595193497392,0
238,33,M,vocational,9.0,6242.804040362702,13385.119835605065,2,small,0,1,-0.8792335971820471,38.24481058387921,1
239,50,F,higher,26.0,8879.672155893351,17089.467537339435,2,medium,0,0,-1.2573396948798554,5.081911888889401,1
240,42,F,higher,36.0,,21994.879200660835,1,small,0,0,0.2668662849700052,79.42549971351399,3
241,38,M,primary,15.0,11360.195164563302,8875.288756648035,2,large,1,0,0.6115310513693484,64.30735647597241,0
242,29,M,primary,40.0,7728.776179244996,25066.32137061314,1,medium,0,0,-0.5738884235451314,87.98674588950848,2
